stem,section,shape,side,key,label_value,label_page,stored_value,stored_page,run_value,run_page,run_evidence,run_writer,run_vs_label,run_vs_stored
synsam_2025,debt_maturity,bucket-rows,mechanism,total_debt,2718,122,2718,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,0,122,0,122,,,,model,missed,lost
synsam_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2718,122,2718,122,,,,model,missed,lost
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,total_debt,588199,62,915454,57,,,,model,missed,lost
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_within_1_year,141734,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,388979,62,,,,,,model,missed,absent
tangen_industrikapital_2025,debt_maturity,total-only,mechanism,due_after_5_years,57486,62,,,,,,model,missed,absent
traction_2025,debt_maturity,prose-zero,mechanism,total_debt,0,32,0,32,,,,model,missed,lost
vbg_2025,debt_maturity,total-only,mechanism,total_debt,1504774,133,1504774,133,,,,model,missed,lost
vef_2025,debt_maturity,total-only,mechanism,total_debt,25721,23,25721,23,,,,model,missed,lost
vef_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,23,,,,,,model,null-ok,absent
viaplay_2025,debt_maturity,bucket-rows,mechanism,total_debt,6422,113,6422,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,920,113,920,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,5502,113,5502,113,,,,model,missed,lost
viaplay_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,113,,,,,,model,null-ok,absent
vicore_pharma_holding_2025,debt_maturity,total-only,mechanism,total_debt,0,46,0,46,,,,model,missed,lost
viva_wine_2025,debt_maturity,total-only,mechanism,total_debt,1203,105,1203,105,,,,model,missed,lost
viva_wine_2025,debt_maturity,total-only,mechanism,due_within_1_year,310,79,,,,,,model,missed,absent
vnv_global_2025,debt_maturity,total-only,mechanism,total_debt,46246,37,46246,37,,,,model,missed,lost
vnv_global_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,37,,,,,,model,null-ok,absent
volati_2025,debt_maturity,refused-scope,mechanism,total_debt,3245,177,3246,177,,,,model,missed,lost
volati_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,192,177,192,177,,,,warning (unmapped),missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,total_debt,904522,84,904522,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,51075,84,51075,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_1_to_5_years,802669,84,802669,84,,,,model,missed,lost
xano_industri_2025,debt_maturity,bucket-column,mechanism,due_after_5_years,50778,84,50778,84,,,,model,missed,lost
xvivo_perfusion_2025,debt_maturity,total-only,mechanism,total_debt,124721,92,,,,,,model,missed,absent
xvivo_perfusion_2025,debt_maturity,total-only,mechanism,due_within_1_year,11556,65,,,,,,model,missed,absent
