stem,section,shape,side,key,label_value,label_page,stored_value,stored_page,run_value,run_page,run_evidence,run_writer,run_vs_label,run_vs_stored
flat_capital_2025,debt_maturity,total-only,total,due_after_5_years,null,33,,,,,,model,null-ok,absent
flerie_2025,debt_maturity,total-only,mechanism,total_debt,2.1,86,2.1,86,,,,model,missed,lost
flerie_2025,debt_maturity,total-only,mechanism,due_within_1_year,0.5,57,,,,,,model,missed,absent
flerie_2025,debt_maturity,total-only,total,total_debt,2.1,86,2.1,86,2.1,86,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
flerie_2025,debt_maturity,total-only,total,due_within_1_year,0.5,57,,,,,,model,missed,absent
fm_mattsson_2025,debt_maturity,total-only,mechanism,total_debt,89532,141,89532,124,,,,model,missed,lost
fm_mattsson_2025,debt_maturity,total-only,mechanism,due_within_1_year,30610,110,,,,,,model,missed,absent
fm_mattsson_2025,debt_maturity,total-only,total,total_debt,89532,141,89532,124,89532,124,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
fm_mattsson_2025,debt_maturity,total-only,total,due_within_1_year,30610,110,,,,,,model,missed,absent
gentoo_media_2025,debt_maturity,total-only,mechanism,total_debt,111798,88,111798,88,,,,model,missed,lost
gentoo_media_2025,debt_maturity,total-only,mechanism,due_within_1_year,111798,88,111798,88,,,,model,missed,lost
gentoo_media_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,88,,,,,,model,null-ok,absent
gentoo_media_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,88,,,,,,model,null-ok,absent
gentoo_media_2025,debt_maturity,total-only,total,total_debt,111798,88,111798,88,111798,88,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
gentoo_media_2025,debt_maturity,total-only,total,due_within_1_year,111798,88,111798,88,,,,model,missed,lost
gentoo_media_2025,debt_maturity,total-only,total,due_1_to_5_years,null,88,,,,,,model,null-ok,absent
gentoo_media_2025,debt_maturity,total-only,total,due_after_5_years,null,88,,,,,,model,null-ok,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,total_debt,2495,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_within_1_year,87,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,2398,102,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,mechanism,due_after_5_years,10,102,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,total,total_debt,2495,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,total,due_within_1_year,87,76,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,total,due_1_to_5_years,2398,102,,,,,,model,missed,absent
green_landscaping_2025,debt_maturity,total-only,total,due_after_5_years,10,102,,,,,,model,missed,absent
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,mechanism,total_debt,677.8,110,677.8,110,,,,model,missed,lost
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,mechanism,due_within_1_year,661.8,110,661.8,110,,,,model,missed,lost
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,total,total_debt,677.8,110,677.8,110,677.8,110,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
gruvaktiebolaget_viscaria_2025,debt_maturity,total-only,total,due_within_1_year,661.8,110,661.8,110,,,,model,missed,lost
hansa_biopharma_2025,debt_maturity,total-only,mechanism,total_debt,927403,66,927403,66,,,,model,missed,lost
hansa_biopharma_2025,debt_maturity,total-only,mechanism,due_within_1_year,136869,40,,,,,,model,missed,absent
hansa_biopharma_2025,debt_maturity,total-only,total,total_debt,927403,66,927403,66,927403,66,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
hansa_biopharma_2025,debt_maturity,total-only,total,due_within_1_year,136869,40,,,,,,warning (unmapped),missed,absent
hanza_2025,debt_maturity,bucket-rows,mechanism,total_debt,1444,132,1444,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,60,132,60,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,1382,132,1382,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,2,132,2,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,total,total_debt,1444,132,1444,132,1444,132,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
hanza_2025,debt_maturity,bucket-rows,total,due_within_1_year,60,132,60,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,1382,132,1382,132,,,,model,missed,lost
hanza_2025,debt_maturity,bucket-rows,total,due_after_5_years,2,132,2,132,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,total_debt,2243,160,2243,160,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,62,114,62,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2181,160,2181,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,160,,,,,,model,null-ok,absent
hexatronic_2025,debt_maturity,bucket-rows,total,total_debt,2243,160,2243,160,2243,160,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
hexatronic_2025,debt_maturity,bucket-rows,total,due_within_1_year,62,114,62,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,2181,160,2181,162,,,,model,missed,lost
hexatronic_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,160,,,,,,model,null-ok,absent
hoist_finance_2025,debt_maturity,total-only,mechanism,total_debt,52680,21,52680,21,,,,model,missed,lost
hoist_finance_2025,debt_maturity,total-only,total,total_debt,52680,21,52680,21,52680,21,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|unit_ok,model,ok,same
humana_2025,debt_maturity,total-only,mechanism,total_debt,4401,148,4401,149,,,,model,missed,lost
humana_2025,debt_maturity,total-only,mechanism,due_within_1_year,543,148,543,148,,,,model,missed,lost
humana_2025,debt_maturity,total-only,total,total_debt,4401,148,4401,149,4401,149,arith_ok|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
humana_2025,debt_maturity,total-only,total,due_within_1_year,543,148,543,148,,,,model,missed,lost
humble_2025,debt_maturity,total-only,mechanism,total_debt,1668,90,1668,90,,,,model,missed,lost
humble_2025,debt_maturity,total-only,total,total_debt,1668,90,1668,90,1668,90,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
instalco_2025,debt_maturity,total-only,mechanism,total_debt,3122,128,3122,128,,,,_fill_bucket_columns,missed,lost
instalco_2025,debt_maturity,total-only,total,total_debt,3122,128,3122,128,3122,128,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
intrum_2025,debt_maturity,bucket-rows,mechanism,total_debt,43384,123,43384,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,271,123,271,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,43113,123,43113,123,,,,model,missed,lost
intrum_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,123,,,,,,model,null-ok,absent
intrum_2025,debt_maturity,bucket-rows,total,total_debt,43384,123,43384,123,43384,123,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
intrum_2025,debt_maturity,bucket-rows,total,due_within_1_year,271,123,271,123,271,123,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
intrum_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,43113,123,43113,123,43113,123,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
intrum_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,123,,,,,,model,null-ok,absent
inwido_2025,debt_maturity,total-only,mechanism,total_debt,1796.0,166,1796,166,,,,model,missed,lost
inwido_2025,debt_maturity,total-only,total,total_debt,1796.0,166,1796,166,1796,166,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
itab_2025,debt_maturity,total-only,mechanism,total_debt,3369,125,3369,125,,,,model,missed,lost
itab_2025,debt_maturity,total-only,total,total_debt,3369,125,3369,125,3369,125,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
kabe_2025,debt_maturity,total-only,mechanism,total_debt,50,93,50,93,,,,model,missed,lost
kabe_2025,debt_maturity,total-only,mechanism,due_within_1_year,30,79,,,,,,model,missed,absent
kabe_2025,debt_maturity,total-only,total,total_debt,50,93,50,93,50,93,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
kabe_2025,debt_maturity,total-only,total,due_within_1_year,30,79,,,,,,model,missed,absent
karnell_2025,debt_maturity,bucket-rows,mechanism,total_debt,397.2,106,397.2,106,397.2,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,43.5,106,43.5,106,43.5,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,353.7,106,353.7,106,353.7,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,0,106,0,106,0,106,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,total,total_debt,397.2,106,397.2,106,397.2,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
karnell_2025,debt_maturity,bucket-rows,total,due_within_1_year,43.5,106,43.5,106,43.5,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,353.7,106,353.7,106,353.7,106,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnell_2025,debt_maturity,bucket-rows,total,due_after_5_years,0,106,0,106,0,106,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
karnov_2025,debt_maturity,total-only,mechanism,total_debt,1965.0,135,1965,135,,,,model,missed,lost
karnov_2025,debt_maturity,total-only,mechanism,due_within_1_year,135.2,135,135.2,135,,,,model,missed,lost
karnov_2025,debt_maturity,total-only,total,total_debt,1965.0,135,1965,135,1965,135,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
karnov_2025,debt_maturity,total-only,total,due_within_1_year,135.2,135,135.2,135,,,,model,missed,lost
knowit_2025,debt_maturity,total-only,mechanism,total_debt,758938,152,758938,152,,,,model,missed,lost
knowit_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,total,total_debt,758938,152,758938,152,758938,152,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
knowit_2025,debt_maturity,total-only,total,due_within_1_year,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,total,due_1_to_5_years,null,152,,,,,,model,null-ok,absent
knowit_2025,debt_maturity,total-only,total,due_after_5_years,null,152,,,,,,model,null-ok,absent
lime_technologies_2025,debt_maturity,subtotal-pair,mechanism,total_debt,211300,91,211300,91,211300,91,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
lime_technologies_2025,debt_maturity,subtotal-pair,mechanism,due_within_1_year,80786,91,80786,91,80786,91,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
lime_technologies_2025,debt_maturity,subtotal-pair,total,total_debt,211300,91,211300,91,211300,91,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
lime_technologies_2025,debt_maturity,subtotal-pair,total,due_within_1_year,80786,91,80786,91,80786,91,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
linc_2025,debt_maturity,total-only,mechanism,total_debt,0,100,0,100,,,,model,missed,lost
linc_2025,debt_maturity,total-only,total,total_debt,0,100,0,100,0,100,quote_on_page|printed_nil|arith_ok|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
medcap_2025,debt_maturity,bucket-rows,mechanism,total_debt,718.7,101,718.7,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,102.3,101,102.3,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,616.5,101,616.5,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,101,,,,,,model,null-ok,absent
medcap_2025,debt_maturity,bucket-rows,total,total_debt,718.7,101,718.7,101,718.7,101,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
medcap_2025,debt_maturity,bucket-rows,total,due_within_1_year,102.3,101,102.3,101,102.3,101,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
medcap_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,616.5,101,616.5,101,,,,model,missed,lost
medcap_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,101,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,mechanism,total_debt,6558,103,6558,103,,,,model,missed,lost
meko_2025,debt_maturity,total-only,mechanism,due_within_1_year,768,103,768,103,,,,model,missed,lost
meko_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,103,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,103,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,total,total_debt,6558,103,6558,103,6558,103,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
meko_2025,debt_maturity,total-only,total,due_within_1_year,768,103,768,103,,,,model,missed,lost
meko_2025,debt_maturity,total-only,total,due_1_to_5_years,null,103,,,,,,model,null-ok,absent
meko_2025,debt_maturity,total-only,total,due_after_5_years,null,103,,,,,,model,null-ok,absent
meren_energy_2025,debt_maturity,total-only,mechanism,total_debt,333.8,73,333.8,73,,,,model,missed,lost
meren_energy_2025,debt_maturity,total-only,mechanism,due_within_1_year,68.6,73,68.6,73,,,,model,missed,lost
meren_energy_2025,debt_maturity,total-only,total,total_debt,333.8,73,333.8,73,333.8,73,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
meren_energy_2025,debt_maturity,total-only,total,due_within_1_year,68.6,73,68.6,73,,,,model,missed,lost
mildef_2025,debt_maturity,total-only,mechanism,total_debt,772.9,112,772.9,112,772.9,112,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement,statement-spread fill,ok,same
mildef_2025,debt_maturity,total-only,mechanism,due_within_1_year,137.7,112,,,,,,model,missed,absent
mildef_2025,debt_maturity,total-only,total,total_debt,772.9,112,772.9,112,772.9,112,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
mildef_2025,debt_maturity,total-only,total,due_within_1_year,137.7,112,,,,,,model,missed,absent
modern_times_2025,debt_maturity,bucket-column,mechanism,total_debt,3741,118,,,,,,_fill_bucket_columns,missed,absent
modern_times_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,418,118,,,,,,model,missed,absent
modern_times_2025,debt_maturity,bucket-column,total,total_debt,3741,118,,,,,,_fill_bucket_columns,missed,absent
modern_times_2025,debt_maturity,bucket-column,total,due_within_1_year,418,118,,,,,,model,missed,absent
momentum_2025,debt_maturity,refused-scope,mechanism,total_debt,395,116,,,,,,model,missed,absent
momentum_2025,debt_maturity,refused-scope,mechanism,due_within_1_year,67,94,,,,,,warning (unmapped),missed,absent
momentum_2025,debt_maturity,refused-scope,total,total_debt,395,116,,,,,,model,missed,absent
momentum_2025,debt_maturity,refused-scope,total,due_within_1_year,67,94,,,,,,warning (unmapped),missed,absent
morrow_bank_2025,debt_maturity,total-only,mechanism,total_debt,null,43,,,,,,model,null-ok,absent
morrow_bank_2025,debt_maturity,total-only,total,total_debt,null,43,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,total_debt,1090075,101,1090075,93,,,,model,missed,lost
ncab_2025,debt_maturity,total-only,mechanism,due_within_1_year,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,total,total_debt,1090075,101,1090075,93,1090075,93,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|unit_ok,model,ok,same
ncab_2025,debt_maturity,total-only,total,due_within_1_year,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,total,due_1_to_5_years,null,101,,,,,,model,null-ok,absent
ncab_2025,debt_maturity,total-only,total,due_after_5_years,null,101,,,,,,model,null-ok,absent
nederman_holding_2025,debt_maturity,total-only,mechanism,total_debt,2475.3,150,2475.3,150,,,,model,missed,lost
nederman_holding_2025,debt_maturity,total-only,mechanism,due_within_1_year,117.3,150,117.3,150,,,,model,missed,lost
nederman_holding_2025,debt_maturity,total-only,total,total_debt,2475.3,150,2475.3,150,2475.3,150,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
nederman_holding_2025,debt_maturity,total-only,total,due_within_1_year,117.3,150,117.3,150,,,,model,missed,lost
nelly_2025,debt_maturity,total-only,mechanism,total_debt,287.1,89,287.1,89,,,,model,missed,lost
nelly_2025,debt_maturity,total-only,mechanism,due_within_1_year,36.2,89,36.2,89,,,,model,missed,lost
nelly_2025,debt_maturity,total-only,total,total_debt,287.1,89,287.1,89,287.1,89,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
nelly_2025,debt_maturity,total-only,total,due_within_1_year,36.2,89,36.2,89,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,total_debt,39415,91,39415,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,8305,91,8305,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,31110,91,31110,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,91,0,91,,,,model,null-ok,lost
net_insight_2025,debt_maturity,bucket-rows,total,total_debt,39415,91,39415,91,39415,91,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
net_insight_2025,debt_maturity,bucket-rows,total,due_within_1_year,8305,91,8305,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,31110,91,31110,91,,,,model,missed,lost
net_insight_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,91,0,91,,,,model,null-ok,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,total_debt,2983,131,2983,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,0,131,0,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,2983,131,2983,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,0,131,0,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,total,total_debt,2983,131,2983,131,2983,131,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
nobia_2025,debt_maturity,bucket-rows,total,due_within_1_year,0,131,0,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,2983,131,2983,131,,,,model,missed,lost
nobia_2025,debt_maturity,bucket-rows,total,due_after_5_years,0,131,0,131,,,,model,missed,lost
norion_bank_2025,debt_maturity,total-only,mechanism,total_debt,null,50,,,,,,model,null-ok,absent
norion_bank_2025,debt_maturity,total-only,total,total_debt,null,50,,,,,,model,null-ok,absent
note_2025,debt_maturity,subtotal-pair,mechanism,total_debt,824281,107,824281,107,824281,107,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
note_2025,debt_maturity,subtotal-pair,mechanism,due_within_1_year,595420,107,595420,107,595420,107,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement,_subtotal_pair_fill,ok,same
note_2025,debt_maturity,subtotal-pair,total,total_debt,824281,107,824281,107,824281,107,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
note_2025,debt_maturity,subtotal-pair,total,due_within_1_year,595420,107,595420,107,595420,107,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_subtotal_pair_fill,ok,same
orron_energy_2025,debt_maturity,total-only,mechanism,total_debt,106.4,67,106.4,67,,,,model,missed,lost
orron_energy_2025,debt_maturity,total-only,mechanism,due_within_1_year,0,67,0,67,,,,model,missed,lost
orron_energy_2025,debt_maturity,total-only,total,total_debt,106.4,67,106.4,67,106.4,67,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
orron_energy_2025,debt_maturity,total-only,total,due_within_1_year,0,67,0,67,,,,model,missed,lost
ovzon_2025,debt_maturity,total-only,mechanism,total_debt,423,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_within_1_year,40,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_1_to_5_years,null,61,,,,,,model,null-ok,absent
ovzon_2025,debt_maturity,total-only,mechanism,due_after_5_years,null,61,,,,,,model,null-ok,absent
ovzon_2025,debt_maturity,total-only,total,total_debt,423,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,total,due_within_1_year,40,61,,,,,,model,missed,absent
ovzon_2025,debt_maturity,total-only,total,due_1_to_5_years,null,61,,,,,,model,null-ok,absent
ovzon_2025,debt_maturity,total-only,total,due_after_5_years,null,61,,,,,,model,null-ok,absent
powercell_sweden_2025,debt_maturity,total-only,mechanism,total_debt,19055,50,19055,44,19055,44,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
powercell_sweden_2025,debt_maturity,total-only,total,total_debt,19055,50,19055,44,19055,44,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
proact_it_2025,debt_maturity,bucket-rows,mechanism,total_debt,478611,103,478611,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,312458,103,0,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,166153,103,166153,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,mechanism,due_after_5_years,null,103,,,,,,model,null-ok,absent
proact_it_2025,debt_maturity,bucket-rows,total,total_debt,478611,103,478611,103,478611,103,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
proact_it_2025,debt_maturity,bucket-rows,total,due_within_1_year,312458,103,0,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,166153,103,166153,103,,,,model,missed,lost
proact_it_2025,debt_maturity,bucket-rows,total,due_after_5_years,null,103,,,,,,model,null-ok,absent
ratos_2025,debt_maturity,total-only,mechanism,total_debt,4126,131,,,,,,model,missed,absent
ratos_2025,debt_maturity,total-only,total,total_debt,4126,131,,,,,,model,missed,absent
raysearch_laboratories_2025,debt_maturity,total-only,mechanism,total_debt,394.9,72,394.9,72,,,,model,missed,lost
raysearch_laboratories_2025,debt_maturity,total-only,mechanism,due_within_1_year,77.5,83,77.5,83,,,,model,missed,lost
raysearch_laboratories_2025,debt_maturity,total-only,total,total_debt,394.9,72,394.9,72,394.9,72,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,model,ok,same
raysearch_laboratories_2025,debt_maturity,total-only,total,due_within_1_year,77.5,83,77.5,83,,,,model,missed,lost
rejlers_2025,debt_maturity,bucket-rows,mechanism,total_debt,400.3,105,400.3,105,,,,model,missed,lost
rejlers_2025,debt_maturity,bucket-rows,mechanism,due_within_1_year,400.3,105,400.3,105,400.3,105,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
rejlers_2025,debt_maturity,bucket-rows,mechanism,due_1_to_5_years,0,105,0,105,,,,model,missed,lost
rejlers_2025,debt_maturity,bucket-rows,total,total_debt,400.3,105,400.3,105,400.3,105,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
rejlers_2025,debt_maturity,bucket-rows,total,due_within_1_year,400.3,105,400.3,105,400.3,105,quote_on_page|value_in_quote|arith_ok|label_known|period_ok|page_is_statement|unit_ok,statement-spread fill,ok,same
rejlers_2025,debt_maturity,bucket-rows,total,due_1_to_5_years,0,105,0,105,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,total_debt,6624,115,6624,115,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_within_1_year,1039,115,1039,115,,,,warning (unmapped),missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_1_to_5_years,3153,115,3153,115,,,,model,missed,lost
rusta_2025,debt_maturity,finer-rows,mechanism,due_after_5_years,2431,115,2431,115,,,,warning (unmapped),missed,lost
rusta_2025,debt_maturity,finer-rows,total,total_debt,6624,115,6624,115,6624,115,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,model,ok,same
rusta_2025,debt_maturity,finer-rows,total,due_within_1_year,1039,115,1039,115,1039,115,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
rusta_2025,debt_maturity,finer-rows,total,due_1_to_5_years,3153,115,3153,115,3153,115,quote_on_page|value_derived|arith_ok|label_known|period_ok|page_is_statement|unit_ok,warning (unmapped),ok,same
rusta_2025,debt_maturity,finer-rows,total,due_after_5_years,2431,115,2431,115,,,,warning (unmapped),missed,lost
rvrc_holding_2025,debt_maturity,bucket-column,mechanism,total_debt,12,109,12,109,,,,_fill_bucket_columns,missed,lost
rvrc_holding_2025,debt_maturity,bucket-column,mechanism,due_within_1_year,5,95,,,,,,model,missed,absent
rvrc_holding_2025,debt_maturity,bucket-column,total,total_debt,12,109,12,109,12,109,quote_on_page|value_in_quote|arith_ok|period_ok|page_is_statement|unit_ok,_fill_bucket_columns,ok,same
rvrc_holding_2025,debt_maturity,bucket-column,total,due_within_1_year,5,95,,,,,,model,missed,absent
